sample13,,sample14,,sample15,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
607.996582,0.06701184064,607.996582,0.06558971107,607.996582,0.06454631686,
606.9956665,0.06843164563,606.9956665,0.0669118464,606.9956665,0.0659570694,
605.9944458,0.06981505454,605.9944458,0.06829354167,605.9944458,0.06724206358,
604.9929199,0.071539931,604.9929199,0.07013836503,604.9929199,0.06890351325,
603.9911499,0.07370299101,603.9911499,0.07225202769,603.9911499,0.07091856003,
602.9891968,0.07593449205,602.9891968,0.07456061244,602.9891968,0.07316894829,
601.9868774,0.07874767482,601.9868774,0.0773556307,601.9868774,0.07603776455,
600.984314,0.08202699572,600.984314,0.08021574467,600.984314,0.07892201841,
599.9815063,0.08522791415,599.9815063,0.08350291848,599.9815063,0.08204454184,
599.015564,0.08868306875,599.015564,0.08719621599,599.015564,0.08545038104,
598.0122681,0.09257622808,598.0122681,0.09107813984,598.0122681,0.08918237686,
597.008667,0.09691981226,597.008667,0.09525126964,597.008667,0.09323147684,
596.0048218,0.1021635011,596.0048218,0.1001667976,596.0048218,0.09827367961,
595.0006714,0.1072756499,595.0006714,0.1051913723,595.0006714,0.1032502651,
593.9963989,0.112593621,593.9963989,0.1105811223,593.9963989,0.1085567698,
592.9916992,0.1179002523,592.9916992,0.1160712987,592.9916992,0.1139193177,
591.9868164,0.1238027215,591.9868164,0.1217500716,591.9868164,0.1196284741,
590.9816284,0.1297476143,590.9816284,0.1278150231,590.9816284,0.1256675422,
590.0134888,0.1357872039,590.0134888,0.1339019537,590.0134888,0.1315489113,
589.0078125,0.1422460079,589.0078125,0.1403354257,589.0078125,0.1381637454,
588.0018921,0.1488612294,588.0018921,0.1468838155,588.0018921,0.1445254982,
586.9956665,0.1545673162,586.9956665,0.1525473744,586.9956665,0.1504313648,
585.9891968,0.1602915227,585.9891968,0.1586160958,585.9891968,0.1563063264,
584.9825439,0.1662517786,584.9825439,0.1644043326,584.9825439,0.1620698273,
584.0128784,0.1718459576,584.0128784,0.1698666215,584.0128784,0.1680595428,
583.0056763,0.1779537797,583.0056763,0.1762635261,583.0056763,0.1738795191,
581.9981689,0.183025524,581.9981689,0.1813137531,581.9981689,0.1790852696,
580.9904785,0.1878711879,580.9904785,0.1860810965,580.9904785,0.1838186383,
579.9824829,0.1923988014,579.9824829,0.1906984299,579.9824829,0.188513279,
579.0115967,0.1961837858,579.0115967,0.1947180331,579.0115967,0.1924170256,
578.0031738,0.1999626607,578.0031738,0.1985090226,578.0031738,0.1962791532,
576.9944458,0.2033242881,576.9944458,0.2017946988,576.9944458,0.1997324079,
575.9854126,0.2059884518,575.9854126,0.2044012994,575.9854126,0.2023890316,
575.0136108,0.2082614601,575.0136108,0.2066452503,575.0136108,0.2045404017,
574.0041504,0.2099890709,574.0041504,0.2085402012,574.0041504,0.2065287381,
572.9943848,0.2113651186,572.9943848,0.2098902911,572.9943848,0.2079217285,
571.984436,0.2124859989,571.984436,0.211297363,571.984436,0.2094099522,
571.0115967,0.213500917,571.0115967,0.2120597214,571.0115967,0.2102754712,
570.0011597,0.2141279429,570.0011597,0.2130105197,570.0011597,0.2111292481,
568.9904175,0.2145247906,568.9904175,0.2132921964,568.9904175,0.2114149779,
568.0169067,0.2145721316,568.0169067,0.2133194357,568.0169067,0.211563006,
567.0056763,0.2146237791,567.0056763,0.2132898271,567.0056763,0.2117517292,
565.9942017,0.2146442235,565.9942017,0.2134292275,565.9942017,0.2117999494,
564.9824829,0.2144799083,564.9824829,0.2134581804,564.9824829,0.2117306143,
